Country,Region 2015,Region 2016,Region 2017,Region 2018,Region 2019,Happiness Rank 2015,Happiness Rank 2016,Happiness Rank 2017,Happiness Rank 2018,Happiness Rank 2019,Happiness Score 2015,Happiness Score 2016,Happiness Score 2017,Happiness Score 2018,Happiness Score 2019,Standard Error 2015,Standard Error 2016,Standard Error 2017,Standard Error 2018,Standard Error 2019,Economy (GDP per Capita) 2015,Economy (GDP per Capita) 2016,Economy (GDP per Capita) 2017,Economy (GDP per Capita) 2018,Economy (GDP per Capita) 2019,Family 2015,Family 2016,Family 2017,Family 2018,Family 2019,Health (Life Expectancy) 2015,Health (Life Expectancy) 2016,Health (Life Expectancy) 2017,Health (Life Expectancy) 2018,Health (Life Expectancy) 2019,Freedom 2015,Freedom 2016,Freedom 2017,Freedom 2018,Freedom 2019,Trust (Government Corruption) 2015,Trust (Government Corruption) 2016,Trust (Government Corruption) 2017,Trust (Government Corruption) 2018,Trust (Government Corruption) 2019,Generosity 2015,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019,Dystopia Residual 2015,Dystopia Residual 2016,Dystopia Residual 2017,Dystopia Residual 2018,Dystopia Residual 2019,Lower Confidence Interval 2015,Lower Confidence Interval 2016,Lower Confidence Interval 2017,Lower Confidence Interval 2018,Lower Confidence Interval 2019,Upper Confidence Interval 2015,Upper Confidence Interval 2016,Upper Confidence Interval 2017,Upper Confidence Interval 2018,Upper Confidence Interval 2019,Happiness.Rank 2015,Happiness.Rank 2016,Happiness.Rank 2017,Happiness.Rank 2018,Happiness.Rank 2019,Happiness.Score 2015,Happiness.Score 2016,Happiness.Score 2017,Happiness.Score 2018,Happiness.Score 2019,Whisker.high 2015,Whisker.high 2016,Whisker.high 2017,Whisker.high 2018,Whisker.high 2019,Whisker.low 2015,Whisker.low 2016,Whisker.low 2017,Whisker.low 2018,Whisker.low 2019,Economy..GDP.per.Capita. 2015,Economy..GDP.per.Capita. 2016,Economy..GDP.per.Capita. 2017,Economy..GDP.per.Capita. 2018,Economy..GDP.per.Capita. 2019,Health..Life.Expectancy. 2015,Health..Life.Expectancy. 2016,Health..Life.Expectancy. 2017,Health..Life.Expectancy. 2018,Health..Life.Expectancy. 2019,Trust..Government.Corruption. 2015,Trust..Government.Corruption. 2016,Trust..Government.Corruption. 2017,Trust..Government.Corruption. 2018,Trust..Government.Corruption. 2019,Dystopia.Residual 2015,Dystopia.Residual 2016,Dystopia.Residual 2017,Dystopia.Residual 2018,Dystopia.Residual 2019,Overall rank 2015,Overall rank 2016,Overall rank 2017,Overall rank 2018,Overall rank 2019,Score 2015,Score 2016,Score 2017,Score 2018,Score 2019,GDP per capita 2015,GDP per capita 2016,GDP per capita 2017,GDP per capita 2018,GDP per capita 2019,Social support 2015,Social support 2016,Social support 2017,Social support 2018,Social support 2019,Healthy life expectancy 2015,Healthy life expectancy 2016,Healthy life expectancy 2017,Healthy life expectancy 2018,Healthy life expectancy 2019,Freedom to make life choices 2015,Freedom to make life choices 2016,Freedom to make life choices 2017,Freedom to make life choices 2018,Freedom to make life choices 2019,Perceptions of corruption 2015,Perceptions of corruption 2016,Perceptions of corruption 2017,Perceptions of corruption 2018,Perceptions of corruption 2019
Moldova,Central and Eastern Europe,Central and Eastern Europe,,,,52.0,55.0,,,,5.889,5.897,,,,0.03799,,,,,0.59448,0.69177,,,,1.01528,0.83132,1.25182557106018,,,0.61826,0.52309,,,,0.32818,0.25202,0.240729048848152,,,0.01615,0.01903,,,,0.20951,0.19997,0.208779126405716,0.171,0.181,3.10712,3.38007,,,,,5.823,,,,,5.971,,,,,,56.0,,,,,5.83799982070923,,,,,5.90837083846331,,,,,5.76762880295515,,,,,0.728870630264282,,,,,0.589465200901031,,,,,0.0100912861526012,,,,,2.80780839920044,,,,,,67.0,71.0,,,,5.64,5.529,,,,0.657,0.685,,,,1.301,1.328,,,,0.62,0.739,,,,0.232,0.245,,,,0.0,0.0
Mongolia,Eastern Asia,Eastern Asia,,,,100.0,101.0,,,,4.874,4.907,,,,0.03313,,,,,0.82819,0.98853,,,,1.3006,1.08983,1.4930112361908,,,0.60268,0.55469,,,,0.43626,0.35972,0.394143968820572,,,0.02666,0.03285,,,,0.3323,0.34539,0.338464230298996,0.253,0.235,1.34759,1.53586,,,,,4.838,,,,,4.976,,,,,,100.0,,,,,4.95499992370605,,,,,5.0216795091331,,,,,4.88832033827901,,,,,1.02723586559296,,,,,0.557783484458923,,,,,0.0329022891819477,,,,,1.11129236221313,,,,,,94.0,83.0,,,,5.125,5.285,,,,0.914,0.948,,,,1.517,1.531,,,,0.575,0.667,,,,0.395,0.317,,,,0.032,0.038
Montenegro,Central and Eastern Europe,Central and Eastern Europe,,,,82.0,88.0,,,,5.192,5.161,,,,0.05235,,,,,0.97438,1.07838,,,,0.90557,0.74173,1.23837649822235,,,0.72521,0.63533,,,,0.1826,0.15111,0.194989055395126,,,0.14296,0.12721,,,,0.1614,0.17191,0.197911024093628,0.111,0.142,2.10017,2.25531,,,,,5.055,,,,,5.267,,,,,,83.0,,,,,5.23699998855591,,,,,5.34104444056749,,,,,5.13295553654432,,,,,1.12112903594971,,,,,0.667464673519135,,,,,0.0881741940975189,,,,,1.72919154167175,,,,,,81.0,73.0,,,,5.347,5.523,,,,1.017,1.051,,,,1.279,1.361,,,,0.729,0.871,,,,0.259,0.197,,,,0.081,0.08
Morocco,Middle East and Northern Africa,Middle East and Northern Africa,,,,92.0,90.0,,,,5.013,5.151,,,,0.0342,,,,,0.73479,0.84058,,,,0.64095,0.38595,0.774864435195923,,,0.60954,0.59471,,,,0.41691,0.25646,0.408158332109451,,,0.08546,0.08404,,,,0.07172,0.04053,0.0322099551558495,0.026,0.036,2.45373,2.94891,,,,,5.058,,,,,5.244,,,,,,84.0,,,,,5.2350001335144,,,,,5.31834096476436,,,,,5.15165930226445,,,,,0.878114581108093,,,,,0.59771066904068,,,,,0.0877631828188896,,,,,2.45618939399719,,,,,,85.0,89.0,,,,5.254,5.208,,,,0.779,0.801,,,,0.797,0.782,,,,0.669,0.782,,,,0.46,0.418,,,,0.074,0.076
Mozambique,Sub-Saharan Africa,,,,,94.0,,,,,4.971,,,,,0.07896,,,,,0.08308,,,,,1.02626,,0.870701014995575,,,0.09131,,,,,0.34037,,0.480791091918945,,,0.15603,,,,,0.22269,,0.322228103876114,0.206,0.197,3.05137,,,,,,,,,,,,,,,,,113.0,,,,,4.55000019073486,,,,,4.77410232633352,,,,,4.3258980551362,,,,,0.234305649995804,,,,,0.106654435396194,,,,,0.179436385631561,,,,,2.35565090179443,,,,,,123.0,123.0,,,,4.417,4.466,,,,0.198,0.204,,,,0.902,0.986,,,,0.173,0.39,,,,0.531,0.494,,,,0.158,0.138
Myanmar,Southeastern Asia,Southeastern Asia,,,,129.0,119.0,,,,4.307,4.395,,,,0.04351,,,,,0.27108,0.34112,,,,0.70905,0.69981,1.12323594093323,,,0.48246,0.3988,,,,0.44017,0.42692,0.514492034912109,,,0.19034,0.20243,,,,0.79588,0.81971,0.838075160980225,0.598,0.566,1.41805,1.50655,,,,,4.327,,,,,4.463,,,,,,114.0,,,,,4.54500007629395,,,,,4.61473994642496,,,,,4.47526020616293,,,,,0.367110550403595,,,,,0.397522568702698,,,,,0.188816204667091,,,,,1.11529040336609,,,,,,130.0,131.0,,,,4.308,4.36,,,,0.682,0.71,,,,1.174,1.181,,,,0.429,0.555,,,,0.58,0.525,,,,0.178,0.172
Namibia,,Sub-Saharan Africa,,,,,113.0,,,,,4.574,,,,,,,,,,0.93287,,,,,0.70362,1.0984708070755,,,,0.34745,,,,,0.48614,0.520303547382355,,,,0.10398,,,,,0.07795,0.0771337449550629,0.051,0.07,,1.92198,,,,,4.374,,,,,4.774,,,,,,111.0,,,,,4.57399988174438,,,,,4.77035474091768,,,,,4.37764502257109,,,,,0.964434325695038,,,,,0.33861181139946,,,,,0.0931469723582268,,,,,1.4818902015686,,,,,,119.0,113.0,,,,4.441,4.639,,,,0.874,0.879,,,,1.281,1.313,,,,0.365,0.477,,,,0.519,0.401,,,,0.064,0.056
Nepal,Southern Asia,Southern Asia,,,,121.0,107.0,,,,4.514,4.793,,,,0.03607,,,,,0.35997,0.44626,,,,0.86449,0.69699,1.17928326129913,,,0.56874,0.50073,,,,0.38282,0.37012,0.440305948257446,,,0.05907,0.07008,,,,0.32296,0.3816,0.394096165895462,0.302,0.285,1.95637,2.32694,,,,,4.698,,,,,4.888,,,,,,99.0,,,,,4.96199989318848,,,,,5.06735607936978,,,,,4.85664370700717,,,,,0.479820191860199,,,,,0.504130780696869,,,,,0.0729755461215973,,,,,1.8912410736084,,,,,,101.0,100.0,,,,4.88,4.913,,,,0.425,0.446,,,,1.228,1.226,,,,0.539,0.677,,,,0.526,0.439,,,,0.078,0.089
New Zealand,Australia and New Zealand,Australia and New Zealand,,,,9.0,8.0,,,,7.286,7.334,,,,0.03371,,,,,1.25018,1.36066,,,,1.31967,1.17278,1.54819512367249,,,0.90837,0.83096,,,,0.63938,0.58147,0.614062130451202,,,0.42922,0.41904,,,,0.47501,0.49401,0.500005125999451,0.365,0.33,2.26425,2.47553,,,,,7.264,,,,,7.404,,,,,,8.0,,,,,7.31400012969971,,,,,7.3795104418695,,,,,7.24848981752992,,,,,1.40570604801178,,,,,0.816759705543518,,,,,0.382816702127457,,,,,2.0464563369751,,,,,,8.0,8.0,,,,7.324,7.307,,,,1.268,1.303,,,,1.601,1.557,,,,0.876,1.026,,,,0.669,0.585,,,,0.389,0.38
Nicaragua,Latin America and Caribbean,Latin America and Caribbean,,,,57.0,48.0,,,,5.828,5.992,,,,0.05371,,,,,0.59325,0.69384,,,,1.14184,0.89521,1.28721570968628,,,0.74314,0.65213,,,,0.55475,0.46582,0.447551846504211,,,0.19317,0.16292,,,,0.27815,0.29773,0.301674216985703,0.208,0.2,2.32407,2.82428,,,,,5.877,,,,,6.107,,,,,,43.0,,,,,6.07100009918213,,,,,6.18658360034227,,,,,5.95541659802198,,,,,0.737299203872681,,,,,0.653095960617065,,,,,0.130687981843948,,,,,2.51393055915833,,,,,,41.0,45.0,,,,6.141,6.105,,,,0.668,0.694,,,,1.319,1.325,,,,0.7,0.835,,,,0.527,0.435,,,,0.128,0.127
Niger,Sub-Saharan Africa,Sub-Saharan Africa,,,,144.0,142.0,,,,3.845,3.856,,,,0.03602,,,,,0.0694,0.1327,,,,0.77265,0.6053,0.993025004863739,,,0.29707,0.26162,,,,0.47692,0.38041,0.36365869641304,,,0.15639,0.17176,,,,0.19387,0.2097,0.228673845529556,0.175,0.188,1.87877,2.09469,,,,,3.781,,,,,3.931,,,,,,135.0,,,,,4.02799987792969,,,,,4.11194681972265,,,,,3.94405293613672,,,,,0.161925330758095,,,,,0.26850500702858,,,,,0.138572946190834,,,,,1.87398338317871,,,,,,134.0,114.0,,,,4.166,4.628,,,,0.131,0.138,,,,0.867,0.774,,,,0.221,0.366,,,,0.39,0.318,,,,0.099,0.102
Nigeria,Sub-Saharan Africa,Sub-Saharan Africa,,,,78.0,103.0,,,,5.268,4.875,,,,0.04192,,,,,0.65435,0.75216,,,,0.90432,0.64498,1.21577048301697,,,0.16007,0.05108,,,,0.34334,0.27854,0.394952565431595,,,0.0403,0.0305,,,,0.27233,0.23219,0.230947196483612,0.201,0.215,2.89319,2.88586,,,,,4.75,,,,,5.0,,,,,,95.0,,,,,5.07399988174438,,,,,5.20950013548136,,,,,4.93849962800741,,,,,0.783756256103516,,,,,0.0569157302379608,,,,,0.0261215660721064,,,,,2.36539053916931,,,,,,91.0,85.0,,,,5.155,5.265,,,,0.689,0.696,,,,1.172,1.111,,,,0.048,0.245,,,,0.462,0.426,,,,0.032,0.041
North Cyprus,Western Europe,Western Europe,,,,66.0,62.0,,,,5.695,5.771,,,,0.05635,,,,,1.20806,1.31141,,,,1.07008,0.81826,1.18630337715149,,,0.92356,0.84142,,,,0.49027,0.43596,0.471203625202179,,,0.1428,0.16578,,,,0.26169,0.26322,0.266845703125,,,1.59888,1.93447,,,,,5.67,,,,,5.872,,,,,,61.0,,,,,5.80999994277954,,,,,5.89736646488309,,,,,5.72263342067599,,,,,1.3469113111496,,,,,0.834647238254547,,,,,0.155353352427483,,,,,1.54915761947632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,5.274,,,,,0.983,,,,,1.294,,,,,0.838,,,,,0.345,,,,,0.034
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,64.0,,,,5.835,5.718,,,,1.229,1.263,,,,1.211,1.252,,,,0.909,1.042,,,,0.495,0.417,,,,0.154,0.162
Noruega,Western Europe,Western Europe,,,,4.0,4.0,,,,7.522,7.498,,,,0.0388,,,,,1.459,1.57744,,,,1.33095,1.1269,1.53352355957031,,,0.88521,0.79579,,,,0.66973,0.59609,0.635422587394714,,,0.36503,0.35776,,,,0.34699,0.37895,0.36201223731041,0.286,0.271,2.46531,2.66465,,,,,7.421,,,,,7.575,,,,,,1.0,,,,,7.53700017929077,,,,,7.59444482058287,,,,,7.47955553799868,,,,,1.61646318435669,,,,,0.796666502952576,,,,,0.315963834524155,,,,,2.27702665328979,,,,,,2.0,3.0,,,,7.594,7.554,,,,1.456,1.488,,,,1.582,1.582,,,,0.861,1.028,,,,0.686,0.603,,,,0.34,0.341
Oman,Middle East and Northern Africa,,,,,22.0,,,,,6.853,,,,,0.05335,,,,,1.36011,,,,,1.08182,,,,,0.76276,,,,,0.63274,,,,,0.32524,,,,,0.21542,,,,,2.47489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,Southern Asia,Southern Asia,,,,81.0,92.0,,,,5.194,5.132,,,,0.03726,,,,,0.59543,0.68816,,,,0.41411,0.26135,0.672690689563751,,,0.51466,0.40306,,,,0.12102,0.14622,0.23521526157856,,,0.10464,0.1388,,,,0.33671,0.31185,0.315446019172668,0.216,0.22,3.10709,3.18286,,,,,5.038,,,,,5.226,,,,,,80.0,,,,,5.26900005340576,,,,,5.35998364135623,,,,,5.17801646545529,,,,,0.72688353061676,,,,,0.402047783136368,,,,,0.124348066747189,,,,,2.79248929023743,,,,,,75.0,67.0,,,,5.472,5.653,,,,0.652,0.677,,,,0.81,0.886,,,,0.424,0.535,,,,0.334,0.313,,,,0.113,0.098
Palestinian Territories,Middle East and Northern Africa,Middle East and Northern Africa,,,,108.0,108.0,,,,4.715,4.754,,,,0.04394,,,,,0.59867,0.67024,,,,0.92558,0.71629,1.15564715862274,,,0.66015,0.56844,,,,0.24499,0.17744,0.25471106171608,,,0.12905,0.10613,,,,0.11251,0.11154,0.114173173904419,0.086,0.103,2.04384,2.40364,,,,,4.649,,,,,4.859,,,,,,103.0,,,,,4.77500009536743,,,,,4.88184834256768,,,,,4.66815184816718,,,,,0.716249227523804,,,,,0.565666973590851,,,,,0.0892826020717621,,,,,1.8788902759552,,,,,,104.0,110.0,,,,4.743,4.696,,,,0.642,0.657,,,,1.217,1.247,,,,0.602,0.672,,,,0.266,0.225,,,,0.076,0.066
Panama,Latin America and Caribbean,Latin America and Caribbean,,,,25.0,25.0,,,,6.786,6.701,,,,0.0491,,,,,1.06353,1.18306,,,,1.1985,0.98912,1.37319254875183,,,0.79661,0.70835,,,,0.5421,0.48927,0.550026834011078,,,0.0927,0.08423,,,,0.24434,0.2418,0.21055693924427,0.125,0.109,2.84848,3.00559,,,,,6.601,,,,,6.801,,,,,,30.0,,,,,6.4520001411438,,,,,6.55713071614504,,,,,6.34686956614256,,,,,1.23374843597412,,,,,0.706156134605408,,,,,0.070983923971653,,,,,2.30719995498657,,,,,,27.0,31.0,,,,6.43,6.321,,,,1.112,1.149,,,,1.438,1.442,,,,0.759,0.91,,,,0.597,0.516,,,,0.063,0.054
Paraguay,Latin America and Caribbean,Latin America and Caribbean,,,,53.0,70.0,,,,5.878,5.538,,,,0.04563,,,,,0.75985,0.89373,,,,1.30477,1.11111,1.50728487968445,,,0.66098,0.58295,,,,0.53899,0.46235,0.473507791757584,,,0.08242,0.07396,,,,0.3424,0.25296,0.224150657653809,0.162,0.184,2.18896,2.16091,,,,,5.453,,,,,5.623,,,,,,70.0,,,,,5.49300003051758,,,,,5.57738126963377,,,,,5.40861879140139,,,,,0.932537317276001,,,,,0.579250693321228,,,,,0.091065913438797,,,,,1.6853334903717,,,,,,64.0,63.0,,,,5.681,5.743,,,,0.835,0.855,,,,1.522,1.475,,,,0.615,0.777,,,,0.541,0.514,,,,0.074,0.08
Países Bajos,Western Europe,Western Europe,,,,7.0,7.0,,,,7.378,7.339,,,,0.02799,,,,,1.32944,1.46468,,,,1.28017,1.02912,1.42893922328949,,,0.89284,0.81231,,,,0.61576,0.55211,0.585384488105774,,,0.31814,0.29927,,,,0.4761,0.47416,0.470489829778671,0.333,0.322,2.4657,2.70749,,,,,7.284,,,,,7.394,,,,,,6.0,,,,,7.3769998550415,,,,,7.42742584124207,,,,,7.32657386884093,,,,,1.50394463539124,,,,,0.810696125030518,,,,,0.282661825418472,,,,,2.29480409622192,,,,,,6.0,5.0,,,,7.441,7.488,,,,1.361,1.396,,,,1.488,1.522,,,,0.878,0.999,,,,0.638,0.557,,,,0.295,0.298
Peru,Latin America and Caribbean,Latin America and Caribbean,,,,58.0,64.0,,,,5.824,5.743,,,,0.04615,,,,,0.90019,0.99602,,,,0.97459,0.81255,1.21877038478851,,,0.73017,0.62994,,,,0.41496,0.37502,0.450002878904343,,,0.05989,0.05292,,,,0.14982,0.14527,0.126819714903831,0.092,0.083,2.5945,2.73117,,,,,5.647,,,,,5.839,,,,,,63.0,,,,,5.71500015258789,,,,,5.81194677859545,,,,,5.61805352658033,,,,,1.03522527217865,,,,,0.630166113376617,,,,,0.0470490865409374,,,,,2.20726943016052,,,,,,65.0,65.0,,,,5.663,5.697,,,,0.934,0.96,,,,1.249,1.274,,,,0.674,0.854,,,,0.53,0.455,,,,0.034,0.027
Philippines,Southeastern Asia,Southeastern Asia,,,,90.0,82.0,,,,5.073,5.279,,,,0.04934,,,,,0.70532,0.81217,,,,1.03516,0.87877,1.25391757488251,,,0.58114,0.47036,,,,0.62545,0.54854,0.585214674472809,,,0.12279,0.11757,,,,0.24991,0.21674,0.193513423204422,0.12,0.117,1.7536,2.23484,,,,,5.16,,,,,5.398,,,,,,72.0,,,,,5.42999982833862,,,,,5.54533505424857,,,,,5.31466460242867,,,,,0.85769921541214,,,,,0.468009054660797,,,,,0.0993318930268288,,,,,1.97260475158691,,,,,,71.0,69.0,,,,5.524,5.631,,,,0.775,0.807,,,,1.312,1.293,,,,0.513,0.657,,,,0.643,0.558,,,,0.105,0.107
Poland,Central and Eastern Europe,Central and Eastern Europe,,,,60.0,57.0,,,,5.791,5.835,,,,0.04263,,,,,1.12555,1.24585,,,,1.27948,1.04685,1.44571197032928,,,0.77903,0.69058,,,,0.53122,0.4519,0.520342111587524,,,0.04212,0.055,,,,0.16759,0.14443,0.158465966582298,0.108,0.117,1.86565,2.20035,,,,,5.749,,,,,5.921,,,,,,46.0,,,,,5.97300004959106,,,,,6.05390834122896,,,,,5.89209175795317,,,,,1.29178786277771,,,,,0.699475347995758,,,,,0.0593078061938286,,,,,1.79772281646729,,,,,,42.0,40.0,,,,6.123,6.182,,,,1.176,1.206,,,,1.448,1.438,,,,0.781,0.884,,,,0.546,0.483,,,,0.064,0.05
Portugal,Western Europe,Western Europe,,,,88.0,94.0,,,,5.102,5.123,,,,0.04802,,,,,1.15991,1.27607,,,,1.13935,0.94367,1.36704301834106,,,0.87519,0.79363,,,,0.51469,0.44727,0.498465299606323,,,0.01078,0.01521,,,,0.13719,0.11691,0.0951027125120163,0.055,0.047,1.26462,1.53015,,,,,5.03,,,,,5.216,,,,,,89.0,,,,,5.19500017166138,,,,,5.28504173308611,,,,,5.10495861023665,,,,,1.3151752948761,,,,,0.795843541622162,,,,,0.0158694516867399,,,,,1.10768270492554,,,,,,77.0,66.0,,,,5.41,5.693,,,,1.188,1.221,,,,1.429,1.431,,,,0.884,0.999,,,,0.562,0.508,,,,0.017,0.025
Puerto Rico,,Latin America and Caribbean,,,,,15.0,,,,,7.039,,,,,,,,,,1.35943,,,,,1.08113,,,,,0.77758,,,,,0.46823,,,,,0.12275,,,,,0.22202,,,,,3.0076,,,,,6.794,,,,,7.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,Middle East and Northern Africa,Middle East and Northern Africa,,,,28.0,36.0,,,,6.611,6.375,,,,0.06257,,,,,1.69042,1.82427,,,,1.0786,0.87964,1.27429687976837,,,0.79733,0.71723,,,,0.6404,0.56679,0.604130983352661,,,0.52208,0.48049,,,,0.32573,0.32388,0.330473870038986,0.256,0.22,1.55674,1.58224,,,,,6.178,,,,,6.572,,,,,,35.0,,,,,6.375,,,,,6.56847681432962,,,,,6.18152318567038,,,,,1.87076568603516,,,,,0.710098087787628,,,,,0.439299255609512,,,,,1.1454644203186,,,,,,32.0,29.0,,,,6.374,6.374,,,,1.649,1.684,,,,1.303,1.313,,,,0.748,0.871,,,,0.654,0.555,,,,0.171,0.167
Reino Unido,Western Europe,Western Europe,,,,21.0,23.0,,,,6.867,6.725,,,,0.01866,,,,,1.26637,1.40283,,,,1.28548,1.08672,1.49646008014679,,,0.90943,0.80991,,,,0.59625,0.50036,0.508190035820007,,,0.32067,0.27399,,,,0.51912,0.50156,0.492774158716202,0.262,0.348,1.96994,2.14999,,,,,6.647,,,,,6.803,,,,,,19.0,,,,,6.71400022506714,,,,,6.78379176110029,,,,,6.64420868903399,,,,,1.44163393974304,,,,,0.805335938930511,,,,,0.265428066253662,,,,,1.70414352416992,,,,,,11.0,15.0,,,,7.19,7.054,,,,1.244,1.333,,,,1.433,1.538,,,,0.888,0.996,,,,0.464,0.45,,,,0.082,0.278
Romania,Central and Eastern Europe,Central and Eastern Europe,,,,86.0,71.0,,,,5.124,5.528,,,,0.06607,,,,,1.04345,1.1697,,,,0.88588,0.72803,1.15009129047394,,,0.7689,0.67602,,,,0.35068,0.36712,0.457003742456436,,,0.00649,0.00679,,,,0.13748,0.12889,0.133519917726517,0.088,0.083,1.93129,2.45184,,,,,5.427,,,,,5.629,,,,,,57.0,,,,,5.82499980926514,,,,,5.91969415679574,,,,,5.73030546173453,,,,,1.21768391132355,,,,,0.685158312320709,,,,,0.00438790069893,,,,,2.17683148384094,,,,,,52.0,48.0,,,,5.945,6.07,,,,1.116,1.162,,,,1.219,1.232,,,,0.726,0.825,,,,0.528,0.462,,,,0.001,0.005
Russia,Central and Eastern Europe,Central and Eastern Europe,,,,64.0,56.0,,,,5.716,5.856,,,,0.03135,,,,,1.13764,1.23228,,,,1.23617,1.05261,1.46928238868713,,,0.66926,0.58991,,,,0.36679,0.32682,0.373783111572266,,,0.03005,0.03586,,,,0.00199,0.02736,0.0522638224065304,0.065,0.082,2.27394,2.59115,,,,,5.789,,,,,5.923,,,,,,49.0,,,,,5.96299982070923,,,,,6.03027490749955,,,,,5.89572473391891,,,,,1.28177809715271,,,,,0.547349333763123,,,,,0.0329628810286522,,,,,2.20560741424561,,,,,,59.0,68.0,,,,5.81,5.648,,,,1.151,1.183,,,,1.479,1.452,,,,0.599,0.726,,,,0.399,0.334,,,,0.025,0.031
Rwanda,Sub-Saharan Africa,Sub-Saharan Africa,,,,154.0,152.0,,,,3.465,3.515,,,,0.03464,,,,,0.22208,0.32846,,,,0.7737,0.61586,0.945707023143768,,,0.42864,0.31865,,,,0.59201,0.5432,0.581843852996826,,,0.55191,0.50521,,,,0.22628,0.23552,0.252756029367447,0.2,0.217,0.67042,0.96819,,,,,3.444,,,,,3.586,,,,,,151.0,,,,,3.47099995613098,,,,,3.54303023353219,,,,,3.39896967872977,,,,,0.368745893239975,,,,,0.326424807310104,,,,,0.455220013856888,,,,,0.540061235427856,,,,,,151.0,152.0,,,,3.408,3.334,,,,0.332,0.359,,,,0.896,0.711,,,,0.4,0.614,,,,0.636,0.555,,,,0.444,0.411
Saudi Arabia,Middle East and Northern Africa,Middle East and Northern Africa,,,,35.0,34.0,,,,6.411,6.379,,,,0.04633,,,,,1.39541,1.48953,,,,1.08393,0.84829,1.28667759895325,,,0.72025,0.59267,,,,0.31048,0.37904,0.449750572443008,,,0.32524,0.30008,,,,0.13706,0.15457,0.147616013884544,0.098,0.08,2.43872,2.61482,,,,,6.287,,,,,6.471,,,,,,37.0,,,,,6.3439998626709,,,,,6.44416661202908,,,,,6.24383311331272,,,,,1.53062355518341,,,,,0.590148329734802,,,,,0.27343225479126,,,,,2.0654296875,,,,,,33.0,28.0,,,,6.371,6.375,,,,1.379,1.403,,,,1.331,1.357,,,,0.633,0.795,,,,0.509,0.439,,,,0.127,0.132
Senegal,Sub-Saharan Africa,Sub-Saharan Africa,,,,142.0,128.0,,,,3.904,4.219,,,,0.03608,,,,,0.36498,0.44314,,,,0.97619,0.77416,1.17969191074371,,,0.4354,0.40457,,,,0.36772,0.31056,0.377922266721725,,,0.10713,0.11681,,,,0.20843,0.19103,0.183468893170357,0.138,0.153,1.44395,1.97861,,,,,4.151,,,,,4.287,,,,,,115.0,,,,,4.53499984741211,,,,,4.6016037812829,,,,,4.46839591354132,,,,,0.479309022426605,,,,,0.409362852573395,,,,,0.115460447967052,,,,,1.78964614868164,,,,,,109.0,111.0,,,,4.631,4.681,,,,0.429,0.45,,,,1.117,1.134,,,,0.433,0.571,,,,0.406,0.292,,,,0.082,0.072
Serbia,Central and Eastern Europe,Central and Eastern Europe,,,,87.0,86.0,,,,5.123,5.177,,,,0.04864,,,,,0.92053,1.03437,,,,1.00964,0.81329,1.25818979740143,,,0.74836,0.6458,,,,0.20107,0.15718,0.208715528249741,,,0.02617,0.04339,,,,0.19231,0.20737,0.220125883817673,0.134,0.137,2.025,2.27539,,,,,5.083,,,,,5.271,,,,,,73.0,,,,,5.39499998092651,,,,,5.49156965613365,,,,,5.29843030571938,,,,,1.06931757926941,,,,,0.65078467130661,,,,,0.0409037806093693,,,,,1.94708442687988,,,,,,78.0,70.0,,,,5.398,5.603,,,,0.975,1.004,,,,1.369,1.383,,,,0.685,0.854,,,,0.288,0.282,,,,0.043,0.039
Sierra Leone,Sub-Saharan Africa,Sub-Saharan Africa,,,,123.0,111.0,,,,4.507,4.635,,,,0.07068,,,,,0.33024,0.36485,,,,0.95571,0.628,0.984136044979095,,,0.0,0.0,,,,0.4084,0.30685,0.318697690963745,,,0.08786,0.08196,,,,0.21488,0.23897,0.293040901422501,0.238,0.252,2.51009,3.01402,,,,,4.505,,,,,4.765,,,,,,106.0,,,,,4.70900011062622,,,,,4.85064333498478,,,,,4.56735688626766,,,,,0.36842092871666,,,,,0.0055647538974881,,,,,0.0710951760411263,,,,,2.66845989227295,,,,,,113.0,129.0,,,,4.571,4.374,,,,0.256,0.268,,,,0.813,0.841,,,,0.0,0.242,,,,0.355,0.309,,,,0.053,0.045
