Country,Region 2015,Region 2016,Region 2017,Region 2018,Region 2019,Happiness Rank 2015,Happiness Rank 2016,Happiness Rank 2017,Happiness Rank 2018,Happiness Rank 2019,Happiness Score 2015,Happiness Score 2016,Happiness Score 2017,Happiness Score 2018,Happiness Score 2019,Standard Error 2015,Standard Error 2016,Standard Error 2017,Standard Error 2018,Standard Error 2019,Economy (GDP per Capita) 2015,Economy (GDP per Capita) 2016,Economy (GDP per Capita) 2017,Economy (GDP per Capita) 2018,Economy (GDP per Capita) 2019,Family 2015,Family 2016,Family 2017,Family 2018,Family 2019,Health (Life Expectancy) 2015,Health (Life Expectancy) 2016,Health (Life Expectancy) 2017,Health (Life Expectancy) 2018,Health (Life Expectancy) 2019,Freedom 2015,Freedom 2016,Freedom 2017,Freedom 2018,Freedom 2019,Trust (Government Corruption) 2015,Trust (Government Corruption) 2016,Trust (Government Corruption) 2017,Trust (Government Corruption) 2018,Trust (Government Corruption) 2019,Generosity 2015,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019,Dystopia Residual 2015,Dystopia Residual 2016,Dystopia Residual 2017,Dystopia Residual 2018,Dystopia Residual 2019,Lower Confidence Interval 2015,Lower Confidence Interval 2016,Lower Confidence Interval 2017,Lower Confidence Interval 2018,Lower Confidence Interval 2019,Upper Confidence Interval 2015,Upper Confidence Interval 2016,Upper Confidence Interval 2017,Upper Confidence Interval 2018,Upper Confidence Interval 2019,Happiness.Rank 2015,Happiness.Rank 2016,Happiness.Rank 2017,Happiness.Rank 2018,Happiness.Rank 2019,Happiness.Score 2015,Happiness.Score 2016,Happiness.Score 2017,Happiness.Score 2018,Happiness.Score 2019,Whisker.high 2015,Whisker.high 2016,Whisker.high 2017,Whisker.high 2018,Whisker.high 2019,Whisker.low 2015,Whisker.low 2016,Whisker.low 2017,Whisker.low 2018,Whisker.low 2019,Economy..GDP.per.Capita. 2015,Economy..GDP.per.Capita. 2016,Economy..GDP.per.Capita. 2017,Economy..GDP.per.Capita. 2018,Economy..GDP.per.Capita. 2019,Health..Life.Expectancy. 2015,Health..Life.Expectancy. 2016,Health..Life.Expectancy. 2017,Health..Life.Expectancy. 2018,Health..Life.Expectancy. 2019,Trust..Government.Corruption. 2015,Trust..Government.Corruption. 2016,Trust..Government.Corruption. 2017,Trust..Government.Corruption. 2018,Trust..Government.Corruption. 2019,Dystopia.Residual 2015,Dystopia.Residual 2016,Dystopia.Residual 2017,Dystopia.Residual 2018,Dystopia.Residual 2019,Overall rank 2015,Overall rank 2016,Overall rank 2017,Overall rank 2018,Overall rank 2019,Score 2015,Score 2016,Score 2017,Score 2018,Score 2019,GDP per capita 2015,GDP per capita 2016,GDP per capita 2017,GDP per capita 2018,GDP per capita 2019,Social support 2015,Social support 2016,Social support 2017,Social support 2018,Social support 2019,Healthy life expectancy 2015,Healthy life expectancy 2016,Healthy life expectancy 2017,Healthy life expectancy 2018,Healthy life expectancy 2019,Freedom to make life choices 2015,Freedom to make life choices 2016,Freedom to make life choices 2017,Freedom to make life choices 2018,Freedom to make life choices 2019,Perceptions of corruption 2015,Perceptions of corruption 2016,Perceptions of corruption 2017,Perceptions of corruption 2018,Perceptions of corruption 2019
Singapore,Southeastern Asia,Southeastern Asia,,,,24.0,22.0,,,,6.798,6.739,,,,0.0378,,,,,1.52186,1.64555,,,,1.02,0.86758,1.35381436347961,,,1.02525,0.94719,,,,0.54252,0.4877,0.549840569496155,,,0.4921,0.46987,,,,0.31105,0.32706,0.345965981483459,0.261,0.271,1.88501,1.99375,,,,,6.674,,,,,6.804,,,,,,26.0,,,,,6.57200002670288,,,,,6.63672306910157,,,,,6.50727698430419,,,,,1.69227766990662,,,,,0.949492394924164,,,,,0.46430778503418,,,,,1.21636199951172,,,,,,34.0,34.0,,,,6.343,6.262,,,,1.529,1.572,,,,1.451,1.463,,,,1.008,1.141,,,,0.631,0.556,,,,0.457,0.453
Slovakia,Central and Eastern Europe,Central and Eastern Europe,,,,45.0,45.0,,,,5.995,6.078,,,,0.04267,,,,,1.16891,1.27973,,,,1.26999,1.08268,1.50505924224854,,,0.78902,0.70367,,,,0.31751,0.23391,0.295817464590073,,,0.03431,0.02947,,,,0.16893,0.13837,0.136544480919838,0.118,0.121,2.24639,2.61065,,,,,5.996,,,,,6.16,,,,,,40.0,,,,,6.09800004959106,,,,,6.1773484121263,,,,,6.01865168705583,,,,,1.32539355754852,,,,,0.712732911109924,,,,,0.0242108516395092,,,,,2.09777665138245,,,,,,39.0,38.0,,,,6.173,6.198,,,,1.21,1.246,,,,1.537,1.504,,,,0.776,0.881,,,,0.354,0.334,,,,0.014,0.014
Slovenia,Central and Eastern Europe,Central and Eastern Europe,,,,55.0,63.0,,,,5.848,5.768,,,,0.04251,,,,,1.18498,1.29947,,,,1.27385,1.05613,1.45251882076263,,,0.87337,0.79151,,,,0.60855,0.53164,0.572575807571411,,,0.03787,0.03635,,,,0.25328,0.25738,0.242649093270302,0.16,0.144,1.61583,1.79522,,,,,5.683,,,,,5.853,,,,,,62.0,,,,,5.75799989700317,,,,,5.84222516000271,,,,,5.67377463400364,,,,,1.3412059545517,,,,,0.790828227996826,,,,,0.0451289787888527,,,,,1.31331729888916,,,,,,51.0,44.0,,,,5.948,6.118,,,,1.219,1.258,,,,1.506,1.523,,,,0.856,0.953,,,,0.633,0.564,,,,0.051,0.057
Somalia,,Sub-Saharan Africa,,,,,76.0,,,,,5.44,,,,,,,,,,0.0,,,,,0.33613,0.721151351928711,,,,0.11466,,,,,0.56778,0.602126955986023,,,,0.3118,,,,,0.27225,0.291631311178207,0.238,0.243,,3.83772,,,,,5.321,,,,,5.559,,,,,,93.0,,,,,5.15100002288818,,,,,5.24248370990157,,,,,5.0595163358748,,,,,0.0226431842893362,,,,,0.113989137113094,,,,,0.282410323619843,,,,,3.11748456954956,,,,,,98.0,112.0,,,,4.982,4.668,,,,0.0,0.0,,,,0.712,0.698,,,,0.115,0.268,,,,0.674,0.559,,,,0.282,0.27
Somaliland Region,,Sub-Saharan Africa,,,,,97.0,,,,,5.057,,,,,,,,,,0.25558,,,,,0.75862,,,,,0.33108,,,,,0.3913,,,,,0.36794,,,,,0.51479,,,,,2.43801,,,,,4.934,,,,,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland region,Sub-Saharan Africa,,,,,91.0,,,,,5.057,,,,,0.06161,,,,,0.18847,,,,,0.95152,,,,,0.43873,,,,,0.46582,,,,,0.39928,,,,,0.50318,,,,,2.11032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Sub-Saharan Africa,Sub-Saharan Africa,,,,113.0,116.0,,,,4.642,4.459,,,,0.04585,,,,,0.92049,1.02416,,,,1.18468,0.96053,1.38478863239288,,,0.27688,0.18611,,,,0.33207,0.42483,0.479246735572815,,,0.08884,0.08415,,,,0.11973,0.13656,0.139362379908562,0.103,0.13,1.71956,1.64227,,,,,4.371,,,,,4.547,,,,,,101.0,,,,,4.8289999961853,,,,,4.92943518772721,,,,,4.72856480464339,,,,,1.05469870567322,,,,,0.187080070376396,,,,,0.0725094974040985,,,,,1.51090860366821,,,,,,105.0,106.0,,,,4.724,4.722,,,,0.94,0.96,,,,1.41,1.351,,,,0.33,0.469,,,,0.516,0.389,,,,0.056,0.055
South Korea,Eastern Asia,Eastern Asia,,,,47.0,57.0,,,,5.984,5.835,,,,0.04098,,,,,1.24461,1.35948,,,,0.95774,0.72194,1.12827444076538,,,0.96538,0.88645,,,,0.33208,0.25168,0.257921665906906,,,0.07857,0.07716,,,,0.18557,0.18824,0.206674367189407,0.175,0.175,2.21978,2.35015,,,,,5.747,,,,,5.923,,,,,,55.0,,,,,5.83799982070923,,,,,5.92255902826786,,,,,5.7534406131506,,,,,1.40167844295502,,,,,0.900214076042175,,,,,0.0632826685905457,,,,,1.88037800788879,,,,,,57.0,54.0,,,,5.875,5.895,,,,1.266,1.301,,,,1.204,1.219,,,,0.955,1.036,,,,0.244,0.159,,,,0.051,0.056
South Sudan,,Sub-Saharan Africa,,,,,143.0,,,,,3.832,,,,,,,,,,0.39394,,,,,0.18519,0.601323127746582,,,,0.15781,,,,,0.19662,0.147062435746193,,,,0.13015,,,,,0.25899,0.285670816898346,0.224,0.202,,2.50929,,,,,3.596,,,,,4.068,,,,,,147.0,,,,,3.59100008010864,,,,,3.72553858578205,,,,,3.45646157443523,,,,,0.39724862575531,,,,,0.163486003875732,,,,,0.116793513298035,,,,,1.87956738471985,,,,,,154.0,156.0,,,,3.254,2.853,,,,0.337,0.306,,,,0.608,0.575,,,,0.177,0.295,,,,0.112,0.01,,,,0.106,0.091
Spain,Western Europe,Western Europe,,,,36.0,37.0,,,,6.329,6.361,,,,0.03468,,,,,1.23011,1.34253,,,,1.31379,1.12945,1.53209090232849,,,0.95562,0.87896,,,,0.45951,0.37545,0.408781230449677,,,0.06398,0.06137,,,,0.18227,0.17665,0.190133571624756,0.142,0.153,2.12367,2.39663,,,,,6.288,,,,,6.434,,,,,,34.0,,,,,6.40299987792969,,,,,6.4710548453033,,,,,6.33494491055608,,,,,1.38439786434174,,,,,0.888960599899292,,,,,0.0709140971302986,,,,,1.92775774002075,,,,,,36.0,30.0,,,,6.31,6.354,,,,1.251,1.286,,,,1.538,1.484,,,,0.965,1.062,,,,0.449,0.362,,,,0.074,0.079
Sri Lanka,Southern Asia,Southern Asia,,,,132.0,117.0,,,,4.271,4.415,,,,0.03751,,,,,0.83524,0.97318,,,,1.01905,0.84783,1.25997638702393,,,0.70806,0.62007,,,,0.53726,0.50817,0.561213254928589,,,0.09179,0.07964,,,,0.40828,0.46978,0.490863561630249,0.307,0.244,0.67108,0.91681,,,,,4.322,,,,,4.508,,,,,,120.0,,,,,4.44000005722046,,,,,4.55344719231129,,,,,4.32655292212963,,,,,1.00985014438629,,,,,0.625130832195282,,,,,0.0736539661884308,,,,,0.419389247894287,,,,,,116.0,130.0,,,,4.471,4.366,,,,0.918,0.949,,,,1.314,1.265,,,,0.672,0.831,,,,0.585,0.47,,,,0.05,0.047
Sudan,Sub-Saharan Africa,Sub-Saharan Africa,,,,118.0,133.0,,,,4.55,4.139,,,,0.0674,,,,,0.52107,0.63069,,,,1.01404,0.81928,1.21400856971741,,,0.36878,0.29759,,,,0.10081,0.0,0.0149958552792668,,,0.1466,0.10039,,,,0.19062,0.18077,0.182317450642586,0.134,,2.20857,2.10995,,,,,3.928,,,,,4.35,,,,,,130.0,,,,,4.13899993896484,,,,,4.34574716508389,,,,,3.9322527128458,,,,,0.65951669216156,,,,,0.290920823812485,,,,,0.089847519993782,,,,,1.68706583976746,,,,,,137.0,,,,,4.139,,,,,0.605,,,,,1.24,,,,,0.312,,,,,0.016,,,,,0.082,
Suiza,Western Europe,Western Europe,,,,1.0,2.0,,,,7.587,7.509,,,,0.03411,,,,,1.39651,1.52733,,,,1.34951,1.14524,1.51691174507141,,,0.94143,0.86303,,,,0.66557,0.58557,0.620070576667786,,,0.41978,0.41203,,,,0.29678,0.28083,0.290549278259277,0.256,0.263,2.51738,2.69463,,,,,7.428,,,,,7.59,,,,,,4.0,,,,,7.49399995803833,,,,,7.56177242040634,,,,,7.42622749567032,,,,,1.56497955322266,,,,,0.858131289482117,,,,,0.367007285356522,,,,,2.2767162322998,,,,,,5.0,6.0,,,,7.487,7.48,,,,1.42,1.452,,,,1.549,1.526,,,,0.927,1.052,,,,0.66,0.572,,,,0.357,0.343
Suriname,Latin America and Caribbean,Latin America and Caribbean,,,,40.0,40.0,,,,6.269,6.269,,,,0.09811,,,,,0.99534,1.09686,,,,0.972,0.77866,,,,0.6082,0.50933,,,,0.59657,0.52234,,,,0.13633,0.12692,,,,0.16991,0.16665,,,,2.79094,3.06852,,,,,6.073,,,,,6.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,Sub-Saharan Africa,,,,,101.0,,,,,4.867,,,,,0.08742,,,,,0.71206,,,,,1.07284,,,,,0.07566,,,,,0.30658,,,,,0.0306,,,,,0.18259,,,,0.074,2.48676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,4.212,,,,,0.811,,,,,1.149,,,,,0.0,,,,,0.313,,,,,0.135
Sweden,Western Europe,Western Europe,,,,8.0,10.0,,,,7.364,7.291,,,,0.03157,,,,,1.33171,1.45181,,,,1.28907,1.08764,1.47816216945648,,,0.91087,0.83121,,,,0.6598,0.58218,0.612924098968506,,,0.43844,0.40867,,,,0.36262,0.38254,0.385399252176285,0.285,0.267,2.37119,2.54734,,,,,7.227,,,,,7.355,,,,,,9.0,,,,,7.28399991989136,,,,,7.34409487739205,,,,,7.22390496239066,,,,,1.49438726902008,,,,,0.830875158309937,,,,,0.384398728609085,,,,,2.09753799438477,,,,,,9.0,7.0,,,,7.314,7.343,,,,1.355,1.387,,,,1.501,1.487,,,,0.913,1.009,,,,0.659,0.574,,,,0.383,0.373
Syria,Middle East and Northern Africa,Middle East and Northern Africa,,,,156.0,156.0,,,,3.006,3.069,,,,0.05015,,,,,0.6632,0.74719,,,,0.47489,0.14866,0.396102607250214,,,0.72193,0.62994,,,,0.15684,0.06912,0.0815394446253777,,,0.18906,0.17233,,,,0.47179,0.48397,0.493663728237152,0.376,0.331,0.32858,0.81789,,,,,2.936,,,,,3.202,,,,,,152.0,,,,,3.46199989318848,,,,,3.66366855680943,,,,,3.26033122956753,,,,,0.777153134346008,,,,,0.50053334236145,,,,,0.151347130537033,,,,,1.06157350540161,,,,,,150.0,149.0,,,,3.462,3.462,,,,0.689,0.619,,,,0.382,0.378,,,,0.539,0.44,,,,0.088,0.013,,,,0.144,0.141
Taiwan,Eastern Asia,Eastern Asia,,,,38.0,34.0,,,,6.298,6.379,,,,0.03868,,,,,1.29098,1.39729,,,,1.07617,0.92624,,,,0.8753,0.79565,,,,0.3974,0.32377,,,,0.08129,0.0663,,,,0.25376,0.25495,,0.151,0.242,2.32323,2.61523,,,,,6.305,,,,,6.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,25.0,,,,6.441,6.446,,,,1.365,1.368,,,,1.436,1.43,,,,0.857,0.914,,,,0.418,0.351,,,,0.078,0.097
Taiwan Province of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38456535339355,,,,,,,,,,0.361466586589813,,,,,,,,,,0.258360475301743,,,,,,,,,,,,,,,,,,,,33.0,,,,,6.42199993133545,,,,,6.49459602192044,,,,,6.34940384075046,,,,,1.43362653255463,,,,,0.793984234333038,,,,,0.0638292357325554,,,,,2.1266074180603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,Central and Eastern Europe,Central and Eastern Europe,,,,106.0,100.0,,,,4.786,4.996,,,,0.03198,,,,,0.39047,0.48835,,,,0.85563,0.75602,1.27146327495575,,,0.57379,0.53119,,,,0.47216,0.43408,0.471566706895828,,,0.15072,0.13509,,,,0.22974,0.25998,0.248997643589973,0.187,0.23,2.11399,2.39106,,,,,4.923,,,,,5.069,,,,,,96.0,,,,,5.04099988937378,,,,,5.11142559587956,,,,,4.970574182868,,,,,0.524713635444641,,,,,0.529235124588013,,,,,0.146377146244049,,,,,1.84904932975769,,,,,,88.0,74.0,,,,5.199,5.467,,,,0.474,0.493,,,,1.166,1.098,,,,0.598,0.718,,,,0.292,0.389,,,,0.034,0.144
Tanzania,Sub-Saharan Africa,Sub-Saharan Africa,,,,146.0,149.0,,,,3.781,3.666,,,,0.05061,,,,,0.2852,0.47155,,,,1.00268,0.77623,1.04198980331421,,,0.38215,0.357,,,,0.32878,0.3176,0.390017777681351,,,0.05747,0.05099,,,,0.34377,0.31472,0.354256361722946,0.27,0.276,1.38079,1.37769,,,,,3.561,,,,,3.771,,,,,,153.0,,,,,3.34899997711182,,,,,3.46142975538969,,,,,3.23657019883394,,,,,0.511135876178741,,,,,0.364509284496307,,,,,0.0660351067781448,,,,,0.621130466461182,,,,,,153.0,153.0,,,,3.303,3.231,,,,0.455,0.476,,,,0.991,0.885,,,,0.381,0.499,,,,0.481,0.417,,,,0.097,0.147
Thailand,Southeastern Asia,Southeastern Asia,,,,34.0,33.0,,,,6.455,6.474,,,,0.03557,,,,,0.9669,1.0893,,,,1.26504,1.04477,1.42579245567322,,,0.7385,0.64915,,,,0.55664,0.49553,0.580200731754303,,,0.03187,0.02833,,,,0.5763,0.58696,0.572123110294342,0.364,0.359,2.31945,2.5796,,,,,6.396,,,,,6.552,,,,,,32.0,,,,,6.42399978637695,,,,,6.50911685571074,,,,,6.33888271704316,,,,,1.12786877155304,,,,,0.647239029407501,,,,,0.0316127352416515,,,,,2.03950834274292,,,,,,46.0,52.0,,,,6.072,6.008,,,,1.016,1.05,,,,1.417,1.409,,,,0.707,0.828,,,,0.637,0.557,,,,0.029,0.028
Togo,Sub-Saharan Africa,Sub-Saharan Africa,,,,158.0,155.0,,,,2.839,3.303,,,,0.06727,,,,,0.20868,0.28123,,,,0.13995,0.0,0.431882530450821,,,0.28443,0.24811,,,,0.36453,0.34678,0.38042613863945,,,0.10731,0.11587,,,,0.16681,0.17517,0.196896150708199,0.158,0.177,1.56726,2.1354,,,,,3.192,,,,,3.414,,,,,,150.0,,,,,3.49499988555908,,,,,3.59403811171651,,,,,3.39596165940166,,,,,0.305444717407227,,,,,0.247105568647385,,,,,0.0956650152802467,,,,,1.83722925186157,,,,,,139.0,139.0,,,,3.999,4.085,,,,0.259,0.275,,,,0.474,0.572,,,,0.253,0.41,,,,0.434,0.293,,,,0.101,0.085
Trinidad & Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,39.0,,,,6.192,6.192,,,,1.223,1.231,,,,1.492,1.477,,,,0.564,0.713,,,,0.575,0.489,,,,0.019,0.016
Trinidad and Tobago,Latin America and Caribbean,Latin America and Caribbean,,,,41.0,43.0,,,,6.168,6.168,,,,0.10895,,,,,1.21183,1.32572,,,,1.18354,0.98569,1.3802285194397,,,0.61483,0.52608,,,,0.55884,0.48453,0.518630743026733,,,0.0114,0.01241,,,,0.31844,0.31935,0.325296461582184,,,2.26882,2.51394,,,,,5.95,,,,,6.386,,,,,,38.0,,,,,6.16800022125244,,,,,6.38153389066458,,,,,5.95446655184031,,,,,1.36135590076447,,,,,0.519983291625977,,,,,0.0089648161083459,,,,,2.05324745178223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,Middle East and Northern Africa,Middle East and Northern Africa,,,,107.0,98.0,,,,4.739,5.045,,,,0.03589,,,,,0.88113,0.97724,,,,0.60429,0.43165,0.868351459503174,,,0.73793,0.59577,,,,0.26268,0.23553,0.289680689573288,,,0.06358,0.0817,,,,0.06431,0.03936,0.0496933571994305,0.04,0.059,2.12466,2.68413,,,,,4.965,,,,,5.125,,,,,,102.0,,,,,4.80499982833862,,,,,4.88436700701714,,,,,4.72563264966011,,,,,1.00726580619812,,,,,0.613212049007416,,,,,0.0867231488227844,,,,,1.89025115966797,,,,,,111.0,124.0,,,,4.592,4.461,,,,0.9,0.921,,,,0.906,1.0,,,,0.69,0.815,,,,0.271,0.167,,,,0.063,0.055
Turkey,Middle East and Northern Africa,Middle East and Northern Africa,,,,76.0,78.0,,,,5.332,5.389,,,,0.03864,,,,,1.06098,1.16492,,,,0.94632,0.87717,1.33775317668915,,,0.73172,0.64718,,,,0.22815,0.23889,0.300740599632263,,,0.15746,0.12348,,,,0.12253,0.04707,0.0466930419206619,0.106,0.083,2.08528,2.29074,,,,,5.295,,,,,5.483,,,,,,69.0,,,,,5.5,,,,,5.59486496329308,,,,,5.40513503670692,,,,,1.19827437400818,,,,,0.637605607509613,,,,,0.0996715798974037,,,,,1.87927794456482,,,,,,74.0,79.0,,,,5.483,5.373,,,,1.148,1.183,,,,1.38,1.36,,,,0.686,0.808,,,,0.324,0.195,,,,0.109,0.106
Turkmenistan,Central and Eastern Europe,Central and Eastern Europe,,,,70.0,65.0,,,,5.548,5.658,,,,0.04175,,,,,0.95847,1.08017,,,,1.22668,1.03817,1.49314916133881,,,0.53886,0.44006,,,,0.4761,0.37408,0.41827192902565,,,0.30844,0.28467,,,,0.16979,0.22567,0.24992498755455,0.199,0.244,1.86984,2.21489,,,,,5.58,,,,,5.736,,,,,,59.0,,,,,5.82200002670288,,,,,5.88518087550998,,,,,5.75881917789578,,,,,1.13077676296234,,,,,0.437726080417633,,,,,0.259270340204239,,,,,1.83290982246399,,,,,,68.0,87.0,,,,5.636,5.247,,,,1.016,1.052,,,,1.533,1.538,,,,0.517,0.657,,,,0.417,0.394,,,,0.037,0.028
Uganda,Sub-Saharan Africa,Sub-Saharan Africa,,,,141.0,145.0,,,,3.931,3.739,,,,0.04317,,,,,0.21102,0.34719,,,,1.13299,0.90981,1.12982773780823,,,0.33861,0.19625,,,,0.45727,0.43653,0.443185955286026,,,0.07267,0.06442,,,,0.29066,0.27102,0.325766056776047,0.259,0.252,1.42766,1.51416,,,,,3.629,,,,,3.849,,,,,,133.0,,,,,4.08099985122681,,,,,4.19579996705055,,,,,3.96619973540306,,,,,0.381430715322495,,,,,0.217632606625557,,,,,0.057069718837738,,,,,1.526362657547,,,,,,135.0,136.0,,,,4.161,4.189,,,,0.322,0.332,,,,1.09,1.069,,,,0.237,0.443,,,,0.45,0.356,,,,0.061,0.06
Ukraine,Central and Eastern Europe,Central and Eastern Europe,,,,111.0,123.0,,,,4.681,4.324,,,,0.04412,,,,,0.79907,0.87287,,,,1.20278,1.01413,1.39453756809235,,,0.6739,0.58628,,,,0.25123,0.12859,0.122974775731564,,,0.02961,0.01829,,,,0.15275,0.20363,0.270061463117599,0.187,0.187,1.5714,1.50066,,,,,4.236,,,,,4.412,,,,,,132.0,,,,,4.09600019454956,,,,,4.18541010454297,,,,,4.00659028455615,,,,,0.89465194940567,,,,,0.575903952121735,,,,,0.0230294708162546,,,,,0.814382314682007,,,,,,138.0,133.0,,,,4.103,4.332,,,,0.793,0.82,,,,1.413,1.39,,,,0.609,0.739,,,,0.163,0.178,,,,0.011,0.01
United Arab Emirates,Middle East and Northern Africa,Middle East and Northern Africa,,,,20.0,28.0,,,,6.901,6.573,,,,0.03729,,,,,1.42727,1.57352,,,,1.12575,0.87114,1.26641023159027,,,0.80925,0.72993,,,,0.64157,0.56215,0.60834527015686,,,0.38583,0.35561,,,,0.26428,0.26591,0.3609419465065,0.186,0.262,2.24743,2.21507,,,,,6.494,,,,,6.652,,,,,,21.0,,,,,6.64799976348877,,,,,6.72204730376601,,,,,6.57395222321153,,,,,1.62634336948395,,,,,0.726798236370087,,,,,0.324489563703537,,,,,1.734703540802,,,,,,20.0,21.0,,,,6.774,6.825,,,,2.096,1.503,,,,0.776,1.31,,,,0.67,0.825,,,,0.284,0.598,,,,,0.182
Uruguay,Latin America and Caribbean,Latin America and Caribbean,,,,32.0,29.0,,,,6.485,6.545,,,,0.04539,,,,,1.06166,1.18157,,,,1.2089,1.03143,1.41222786903381,,,0.8116,0.72183,,,,0.60362,0.54388,0.57939225435257,,,0.24558,0.21394,,,,0.2324,0.18056,0.175096929073334,0.13,0.127,2.32142,2.67139,,,,,6.456,,,,,6.634,,,,,,28.0,,,,,6.4539999961853,,,,,6.54590621769428,,,,,6.36209377467632,,,,,1.21755969524384,,,,,0.719216823577881,,,,,0.178061872720718,,,,,2.17240953445435,,,,,,31.0,33.0,,,,6.379,6.293,,,,1.093,1.124,,,,1.459,1.465,,,,0.771,0.891,,,,0.625,0.523,,,,0.155,0.15
Uzbekistan,Central and Eastern Europe,Central and Eastern Europe,,,,44.0,49.0,,,,6.003,5.987,,,,0.04361,,,,,0.63244,0.73591,,,,1.34043,1.1681,1.54896914958954,,,0.59772,0.50163,,,,0.65821,0.60848,0.658248662948608,,,0.30826,0.28333,,,,0.22837,0.34326,0.415983647108078,0.328,0.322,2.23741,2.34638,,,,,5.896,,,,,6.078,,,,,,47.0,,,,,5.97100019454956,,,,,6.06553757295012,,,,,5.876462816149,,,,,0.786441087722778,,,,,0.498272627592087,,,,,0.246528223156929,,,,,1.81691360473633,,,,,,44.0,41.0,,,,6.096,6.174,,,,0.719,0.745,,,,1.584,1.529,,,,0.605,0.756,,,,0.724,0.631,,,,0.259,0.24
Venezuela,Latin America and Caribbean,Latin America and Caribbean,,,,23.0,44.0,,,,6.81,6.084,,,,0.06476,,,,,1.04424,1.13367,,,,1.25596,1.03302,1.43133759498596,,,0.72052,0.61904,,,,0.42908,0.19847,0.153997123241425,,,0.11069,0.08304,,,,0.05841,0.0425,0.0650196298956871,0.056,0.064,3.19131,2.97468,,,,,5.973,,,,,6.195,,,,,,82.0,,,,,5.25,,,,,5.3700319455564,,,,,5.1299680544436,,,,,1.12843120098114,,,,,0.617144227027893,,,,,0.0644911229610443,,,,,1.78946375846863,,,,,,102.0,108.0,,,,4.806,4.707,,,,0.996,0.96,,,,1.469,1.427,,,,0.657,0.805,,,,0.133,0.154,,,,0.052,0.047
Vietnam,Southeastern Asia,Southeastern Asia,,,,75.0,96.0,,,,5.36,5.061,,,,0.03107,,,,,0.63216,0.74037,,,,0.91226,0.79117,1.27749133110046,,,0.74676,0.66157,,,,0.59444,0.55954,0.571055591106415,,,0.10441,0.11556,,,,0.1686,0.25075,0.234968051314354,0.177,0.147,2.20173,1.9418,,,,,4.991,,,,,5.131,,,,,,94.0,,,,,5.07399988174438,,,,,5.14728076457977,,,,,5.000718998909,,,,,0.788547575473785,,,,,0.652168989181519,,,,,0.0876332372426987,,,,,1.46231865882874,,,,,,95.0,94.0,,,,5.103,5.175,,,,0.715,0.741,,,,1.365,1.346,,,,0.702,0.851,,,,0.618,0.543,,,,0.079,0.073
Yemen,Middle East and Northern Africa,Middle East and Northern Africa,,,,136.0,147.0,,,,4.077,3.724,,,,0.04367,,,,,0.54649,0.57939,,,,0.68093,0.47493,0.93538224697113,,,0.40064,0.31048,,,,0.35571,0.2287,0.249463722109795,,,0.07854,0.05892,,,,0.09131,0.09821,0.104125209152699,0.083,0.108,1.92313,1.97295,,,,,3.621,,,,,3.827,,,,,,146.0,,,,,3.59299993515015,,,,,3.69275031983852,,,,,3.49324955046177,,,,,0.591683447360992,,,,,0.310080915689468,,,,,0.0567674227058887,,,,,1.34560060501099,,,,,,152.0,151.0,,,,3.355,3.38,,,,0.442,0.287,,,,1.073,1.163,,,,0.343,0.463,,,,0.244,0.143,,,,0.064,0.077
Zambia,Sub-Saharan Africa,Sub-Saharan Africa,,,,85.0,106.0,,,,5.129,4.795,,,,0.06988,,,,,0.47038,0.61202,,,,0.91612,0.6376,1.00318729877472,,,0.29924,0.23573,,,,0.48827,0.42662,0.461603492498398,,,0.12468,0.11479,,,,0.19591,0.17866,0.249580144882202,0.221,0.247,2.6343,2.58991,,,,,4.645,,,,,4.945,,,,,,116.0,,,,,4.51399993896484,,,,,4.64410550147295,,,,,4.38389437645674,,,,,0.636406779289246,,,,,0.257835894823074,,,,,0.0782135501503944,,,,,1.82670545578003,,,,,,125.0,138.0,,,,4.377,4.107,,,,0.562,0.578,,,,1.047,1.058,,,,0.295,0.426,,,,0.503,0.431,,,,0.082,0.087
Zimbabwe,Sub-Saharan Africa,Sub-Saharan Africa,,,,115.0,131.0,,,,4.61,4.193,,,,0.0429,,,,,0.271,0.35041,,,,1.03276,0.71478,1.08309590816498,,,0.33475,0.1595,,,,0.25861,0.25429,0.336384207010269,,,0.08079,0.08582,,,,0.18987,0.18503,0.189143493771553,0.132,0.151,2.44191,2.4427,,,,,4.101,,,,,4.285,,,,,,138.0,,,,,3.875,,,,,3.97869964271784,,,,,3.77130035728216,,,,,0.375846534967422,,,,,0.196763753890991,,,,,0.0953753814101219,,,,,1.59797024726868,,,,,,144.0,146.0,,,,3.692,3.663,,,,0.357,0.366,,,,1.094,1.114,,,,0.248,0.433,,,,0.406,0.361,,,,0.099,0.089
